Category were the 30 under 30 person was selected,Forbes Name,Forbes Age,Forbes Country,Role in the Company,Company,Description,LinkedIn Profile,linkedin_name,Exact match between the name ?,Did I had o perform a manual searh to find the linkedin profile ?
30 Under 30 - Europe - Entertainment,Maisie Williams,20,United Kingdom,Actor,,"Since making her acting debut on ""Game of Thrones"" as Arya Stark, Williams has come into her own as a fan favorite on the most-watched HBO show of all-time. She was nominated for an Emmy in 2016 and has expanded her repertoire beyond the small screen with film roles in ""The Falling,"" ""The Book of Love"" and more.",https://www.linkedin.com/in/maisie-williams-2a833b84,Maisie Williams ,TRUE,NO
30 Under 30 - Europe - Entertainment,Josh Wilson,27,United Kingdom,Founder, Wilson Worldwide Productions,"Wilson executive produces the content--both entertainment and sponsored--that Wilson Worldwide Productions develops for international broadcasters and brands. It has made ""Mission Mudder"" on Sky and the upcoming ""Chasing The Dream"" on the same network. One of his main objectives is to make the U.K. TV industry more inclusive; 80% of Wilson's full-time staff identify as black, asian or minority ethnic.",https://www.linkedin.com/in/josh-wilson-6991a646,Josh Wilson ,TRUE,NO
30 Under 30 - Europe - Entertainment,Merritt Moore,29,United Kingdom,Dancer, Physics on Pointe,"Merritt Moore calls herself a quantum ballerina -- and rightfully so. The 29-year-old recently received PhD in quantum physics from Oxford University, and she's also danced as a member of the Zurich Ballet, Boston Ballet, English National Ballet and London Contemporary Ballet Theatre. Moore rejects the idea that people with passions in different fields have to choose one or the other: ""I really do think it's made me a better dancer to have done physics and a better physicist to have done dance,"" she told Forbes in 2017. ""You need the creative brain in the lab to think of new ideas, and you need the analytic brain in the dance studio to figure out your center of mass.""",https://www.linkedin.com/in/merritt-moore-11100020,Merritt Moore ,TRUE,NO
30 Under 30 - Europe - Entertainment,Marcelino Sambe,23,United Kingdom,Dancer, Royal Ballet,"Marcellino Sambé was born in Lisbon, Portugal, and studied at the National Conservatory of Lisbon before joining The Royal Ballet Upper School, graduating into the Company during the 2012/13 Season. He was promoted to First Artist in 2014, Soloist in 2015 and First Soloist in 2017. <br>His repertoire with the Company includes Colas (La Fille mal gardée), Hans-Peter/Nutcracker (The Nutcracker), Mercutio (Romeo and Juliet), Bluebird and Florestan (The Sleeping Beauty), pas de trois (Swan Lake), lead couple pas de six (Giselle), Jewels, Onegin, La Valse, The Firebird to name a few. He has created roles in Crystal Pite's Flight Pattern, Kim Brandstrup's Ceremony of Innocence, and Marriott's Connectome. Sambé is also a keen choreographer and was selected as one of the UK's emerging choreographers by Youth Dance England in 2012.",https://www.linkedin.com/in/marcelino-sambe-12028b77,Marcelino Sambe ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Alexandra Isenegger,24,United Kingdom,Founder, Linkilaw,"Isenegger is the founder &amp; CEO of Linkilaw, a legal platform for startups that provides quality legal services, including contract writing, and other legal advice to businesses at an affordable cost.",https://www.linkedin.com/in/alexandraisenegger,Alexandra Isenegger ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Nikita Malik,29,United Kingdom,Director of the Centre for the Response to Radicalisation and Terrorism, Henry Jackson Society,Malik leads the Center for the Response to Radicalization and Terrorism where she informs policy makers in Westminster and the European Union about evolving security and defense threats. Her work frequently intersects with private sector giants Google and Facebook as she works on policy recommendations to reduce violent extremism in Europe.,https://www.linkedin.com/in/nikita-malik-5b31ba17,Nikita Malik ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Emma Mcllveen,26,United Kingdom,Barrister at Law, The Bar of Northern Ireland,"McIlveen's practice focuses on judicial review, immigration and labor law. While a Kennedy Scholar at Harvard Law School, she represented clients in the Refugee &amp; Immigration Law Clinic and traveled to Jordan to assess the Syrian Refugee Crisis. She teaches Contract Law and Rights and Accountability at Queen's University.",https://www.linkedin.com/in/emma-mcilveen-6019b051/,Emma McIlveen ,FALSE,NO
30 Under 30 - Europe - Law & Policy,Thomas O'Neill,29,United Kingdom,Cofounder, InfluenceMap,"Thomas is the cofounder and research director of InfluenceMap, a robust system for tracking and ranking lobbying on climate change policy. Their data and metrics enable investors and campaigners to engage with and influence companies to support climate change policy more effectively.",https://www.linkedin.com/in/thomas-o-neill-53bbb321,Thomas O'Neill ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Vyacheslav Polonski,28,United Kingdom,Founder, Avantgarde Analytics,"Can political campaigns be personalized in the same way that Netflix recommends shows? Dr. Polonski, founder and CEO of Avantgarde Analytics, thinks yes. ""A fundamental paradigm shift is imminent. We are moving from governments that are making policy for nations as a whole to governments that are treating each and every citizen as an individual.""<br>Many startups have emerged to bring data analysis to politicians. Avantgarde is different, says Polonski, ""We're not suppressing the vote of the opponent, but we're trying to help people follow through on their intentions. Many emerging startups distort political sentiment and encourage the spread of fake news.""<br>Fake news isn't the only unintended consequence of data mining. With growing concerns about data ownership and privacy, Avantgarde discloses every data source and point used in their campaigns in its quest to, in Polonski's words, ""build a better future where every citizen can have the most personalized and the most engaging relationship with their elected representatives."" <br>Polonski has been named to the World Economic Forum's Expert Network on A.I., Technology, and Society. He recently completed his Ph.D. at Oxford University where he teaches a series on the effects of artificial intelligence on democracy.",https://www.linkedin.com/in/vpolonski,Dr Vyacheslav Polonski ,FALSE,NO
30 Under 30 - Europe - Retail & Ecommerce,Charli Cohen,27,United Kingdom,Founder, Charli Cohen,"Cohen launched her first fashion brand at the age of 15. Eight years later, she founded Charli Cohen, a ""technical fashion"" brand that blends high-performance fabrics with high-fashion design. The London-based brand has raised ?730,000 and recently entered a commercial partnership with Reebok.",https://www.linkedin.com/in/CharliCohen,Charli Cohen ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Ben Francis,25,United Kingdom,Cofounder, Gymshark,"At age 19, Francis founded Gymshark out of his bedroom in his parents' house. Now the fitness apparel and accessories brand is one of the fastest-growing companies in the U.K. The Instagram-savvy brand's revenue reached $50 million last fiscal year and is expected to hit $120 million in 2018.",https://www.linkedin.com/in/gymshark,Ben Francis ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Richard Gold,29,United Kingdom,Cofounder, Skinnydip,"The quirky accessories and women's fashion brand retails online and is carried in more than 250 stores, including Topshop and Bloomingdale's, and 17 brick-and-mortar Skinnydip shops. Skinnydip's revenue reached ?12.8 million last fiscal year, selling more than 1 million products. Gold founded the company in 2011 with his older brother and a friend.",https://www.linkedin.com/in/richard-gold-8472706a,Richard Gold ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Susie Ma,29,United Kingdom,Founder, Tropic Skincare,"Born in Shanghai, Ma founded Tropic Skincare when she was only 15 years old because she wanted to help her mother with the bills and eventually buy her a house one day. On the first day she sold her homemade products, Ma earned ?980. It was only the beginning for the precocious entrepreneur who has since bought her mother a house. Tropic Skincare, officially incorporated in 2011, is now one of the fastest-growing companies in the U.K., reaching ?20 million in revenue in 2017 with more than 3 million customers. Tropic has more than 10,000 ""ambassadors"" who earn commission through selling the U.K.-made skincare products, are vegan, cruelty-free and made from 100% natural ingredients.",NO PROFILE,Top 25 Susie Ma profiles ,FALSE,YES
30 Under 30 - Europe - Retail & Ecommerce,Luke Massie,24,United Kingdom,Founder, Vibe Tickets,"Massie founded his first company when he was 17 and sold it in a year. His latest venture, Vibe Tickets, is a peer-to-peer ticket marketplace for users to buy and sell tickets and bypass middlemen and save money. Founded in 2014, Vibe has raised ?1.7 million to date and attained 75,000 monthly active users.",https://www.linkedin.com/in/luke-massie-7b6b9470,Luke Massie ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Bianca Miller-Cole,29,United Kingdom,Founder, Bianca Miller London,"Two years ago, the ""Apprentice U.K."" finalist launched a nude hosiery brand with eight shades designed for a diverse range of skin tones. Bianca Miller London products are available online and carried by Topshop and QVC. Miller-Cole has also released a vegan-friendly, cruelty-free nail polish collection and a hosiery curve collection.",https://www.linkedin.com/in/biancamiller/,Bianca Miller - Cole ,FALSE,NO
30 Under 30 - Europe - Retail & Ecommerce,Pippa Murray,29,United Kingdom,Founder, Pip &amp; Nut,"In 2015, Murray started selling her all-natural, palm-oil-free and refined sugar-free nut butters at a local artisanal market before branching out to 4 million customers across the U.K. and Europe. Based in London, Pip and Nut generated over ?3 million in sales in 2016.",https://www.linkedin.com/in/pippamurray,Pippa Murray ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Zoe Wong,29,United Kingdom,Director of Finance &amp; Operations, Depop,"Wong oversees end-to-end operations and business development for Depop, a social shopping app focused on fashion. The London-based startup has monthly sales of over ?10 million, on which Depop collects a 10% commission. The app has 8.2 million registered users -- including Shaq -- with more than half in the highly coveted Gen Z demographic.",https://www.linkedin.com/in/zoe-wong,Zoe Wong ACA ,FALSE,NO
30 Under 30 - Europe - Science & Healthcare,Matthew Baron,27,United Kingdom,Student, University of Cambridge,"Matthew Baron's research published in 2017 rewrote the dinosaur family tree, moving one key group of dinosaurs -- the ones that evolved into birds -- across to the same category as beasts like the Stegosaurus. This Nature cover story convincingly overturned a 130-year-old theory and triggered a major upset in the world of paleontology.",https://www.linkedin.com/in/matthew-baron-196270158/,Top 25 Matthew Baron profiles ,FALSE,YES
30 Under 30 - Europe - Science & Healthcare,Oliver Armitage,28,United Kingdom,Cofounders, Cambridge Bio-Augmentation Systems,"It's a pet dream in prosthetics: create artificial limbs that respond as if they're real biological appendages. Cambridge Bio-Augmentation Systems hopes to bridge the tricky gap between bionic devices--both limbs and organs--and the body's nervous system, making neural interfaces for bionic implants. They participated in YCombinator's March 2017 demo day.",https://www.linkedin.com/in/oliverarmitage,Oliver Armitage ,TRUE,NO
